cartodb_id;address_id;the_geom;the_geom_webmercator;code;status;postalcode;street;housenr;housenrext;city;rooms;price;priceext;sale_type;type;area;lotsize;volume;yearofconstruction;listedsince;dateofsale;broker
751102;0307200000501742;0101000020407100003D0AD7A3980A03413D0AD7A3B5511C41;0101000020110F000037773475B5592241AC5BDFF5C10D5A41;40592185;Verkocht;3814TE;Ringweg-Kruiskamp;72;g;Amersfoort;3;225000;k.k.;VK;1;84;NULL;NULL;NULL;NULL;NULL;De Ruiter Makelaarshuis BV
743525;0307200000463709;01010000204071000014AE47E1001D034100000000D0571C41;0101000020110F000034604E8D3261224148889A2D610E5A41;40592773;Verkocht;3815LN;Trekvogelweg;58;h;Amersfoort;2;150000;k.k.;VK;1;62;NULL;NULL;NULL;2016-11-29;NULL;De Ruiter Makelaarshuis BV
752681;0307200000509920;0101000020407100009A99999939EA024148E17A1432421C41;0101000020110F00008470ADC18A4C2241137AAE292D0C5A41;40595242;Verkocht;3811BA;Westsingel;16;n;Amersfoort;4;350000;k.k.;VK;1;101;NULL;NULL;NULL;2016-11-29;NULL;Telman & Van Leeuwen Makelaars
2919893;NULL;NULL;NULL;40597779;Verkocht;3814AG;Van Randwijcklaan;105;d;Amersfoort;5;310000;k.k.;VK;NULL;113;65;NULL;NULL;2016-11-29;NULL;Woonvast Makelaars
745111;0307200000472409;010100002040710000E17A14AECF0103413D0AD7A346521C41;0101000020110F00008B48CCB722562241A24923C3D00D5A41;40598362;Verkocht;3814TL;Kortenaerstraat;4;d;Amersfoort;3;150000;k.k.;VK;1;47;NULL;NULL;NULL;NULL;NULL;De Ruiter Makelaarshuis BV
3986524;NULL;NULL;NULL;40601845;Verkocht;3824LW;Karper;141;2p;Amersfoort;4;225000;k.k.;VK;NULL;90;NULL;NULL;NULL;2016-11-29;NULL;Woonvast Makelaars
2917923;NULL;NULL;NULL;40608055;Verkocht;3812CA;Puntenburgerlaan;7;a;Amersfoort;2;235000;k.k.;VK;NULL;65;NULL;NULL;NULL;2016-11-29;NULL;Makelaarsland
748968;0307200000491365;01010000204071000033333333C3090341A4703D0AF83C1C41;0101000020110F0000A023EFCB5D59224149FDFEBFA40B5A41;40608798;Verkocht;3816MD;Beethovenweg;2;a;Amersfoort;5;215000;k.k.;VK;1;80;NULL;NULL;NULL;2016-11-29;NULL;Hendriks Makelaardij Amersfoort
749879;0307200000496006;0101000020407100009A99999955FB0241713D0AD7CB451C41;0101000020110F0000599C110780532241713CA31A8B0C5A41;40610525;Verkocht;3811JG;Achter de Kamp;30;a;Amersfoort;3;239000;k.k.;VK;1;68;NULL;NULL;NULL;2016-11-29;NULL;De Ruiter Makelaarshuis BV
2992383;NULL;NULL;NULL;40610981;Verkocht;3814CB;Hogeweg;17;b;Amersfoort;2;175000;k.k.;VK;NULL;55;NULL;NULL;NULL;2016-11-29;NULL;Fundament Makelaars
750548;0307200000498930;010100002040710000295C8FC26B0C034148E17A142E3D1C41;0101000020110F00003331268C725A2241B16C2240AA0B5A41;40616362;Verkocht;3816MJ;Valeriushof;21;b;Amersfoort;2;119500;k.k.;VK;1;41;NULL;NULL;NULL;2016-11-29;NULL;e-makelaar
3992393;NULL;NULL;NULL;40619480;Verkocht;3818LN;Barchman Wuytierslaan;196;c;Amersfoort;5;710000;v.o.n.;VK;NULL;NULL;302;NULL;NULL;2016-11-29;NULL;Govaert Makelaardij Verhuur & Beheer
4839662;NULL;NULL;NULL;40619488;Verkocht;3818LN;Barchman Wuytierslaan;196;a;Amersfoort;5;745000;v.o.n.;VK;NULL;NULL;338;NULL;NULL;2016-11-29;NULL;Govaert Makelaardij Verhuur & Beheer
3990302;NULL;NULL;NULL;40619489;Verkocht;3818LN;Barchman Wuytierslaan;196;b;Amersfoort;5;725000;v.o.n.;VK;NULL;NULL;327;NULL;NULL;2016-11-29;NULL;Govaert Makelaardij Verhuur & Beheer
729399;0307200000390986;0101000020407100000000000072EA02419A99999935421C41;0101000020110F000071F944B1A14C2241625688852D0C5A41;40620195;Verkocht;3811BA;Westsingel;15;d;Amersfoort;3;225000;k.k.;VK;1;68;NULL;NULL;NULL;2016-11-29;NULL;Hoekschoeman
3994775;NULL;NULL;NULL;40621508;Verkocht;3818XB;Treublaan;27;a;Amersfoort;3;150000;k.k.;VK;NULL;57;NULL;NULL;NULL;2016-11-29;NULL;Succesmakelaars & financieel adviseurs
744436;0307200000468706;0101000020407100008FC2F52824EB02410AD7A370C52E1C41;0101000020110F000041B79126EA4C2241D3D0B864320A5A41;40623123;Verkocht;3817HE;Everard Meysterweg;58;b;Amersfoort;3;195000;k.k.;VK;1;69;NULL;NULL;NULL;2016-11-29;NULL;Margitte Schoof Makelaardij o.z.
753408;0307200000513518;010100002040710000A4703D0A7336034185EB51B8F8911C41;0101000020110F000080021E3D926B2241A7AE9B8D4F145A41;40625314;Verkocht;3825KG;Laakboulevard;240;a;Amersfoort;3;550000;k.k.;VK;1;178;NULL;NULL;NULL;2016-11-29;NULL;Telman & Van Leeuwen Makelaars
729619;0307200000392227;0101000020407100003D0AD7A3F01B03410AD7A370A4581C41;0101000020110F0000F62E5ADDC3602241FF1B68D7760E5A41;40627455;Verkocht;3815LS;Trekvogelweg;74;3;Amersfoort;NULL;16500;k.k.;VK;NULL;18;11;NULL;NULL;2016-11-29;NULL;Van Hell Makelaars
2922490;NULL;NULL;NULL;40627592;Verkocht;3817SR;Woestijgerweg;204;c;Amersfoort;3;189000;k.k.;VK;NULL;59;NULL;NULL;NULL;2016-11-29;NULL;Woonvast Makelaars
746367;0307200000478662;0101000020407100009A999999872303415C8FC2F5474D1C41;0101000020110F0000AB561A5FD9632241DEB7B84C4E0D5A41;40628409;Verkocht;3815SX;Spreeuwenstraat;299;8;Amersfoort;NULL;15000;k.k.;VK;NULL;18;NULL;NULL;NULL;2016-11-29;NULL;Drenth Makelaars - Makelaardij in Amersfoort
748172;0307200000487455;010100002040710000A4703D0A710A0341F6285C8FAE511C41;0101000020110F0000D6A87959A5592241F42B343DC10D5A41;40635154;Verkocht;3814TE;Ringweg-Kruiskamp;72;s;Amersfoort;3;259000;k.k.;VK;1;82;NULL;NULL;NULL;2016-11-29;NULL;Woonvast Makelaars
3949714;NULL;NULL;NULL;40666982;Verkocht;3814CC;Hogeweg;19;f;Amersfoort;2;169500;k.k.;VK;NULL;54;NULL;NULL;NULL;2016-11-29;NULL;Zijlstra ERA Makelaardij
3760634;NULL;NULL;NULL;40675580;Verkocht;3818TH;Surinamelaan;89;c;Amersfoort;5;209500;k.k.;VK;NULL;96;NULL;NULL;NULL;2016-11-29;NULL;Makelaarshuis Klein Hofmeijer
752999;0307200000511458;01010000204071000000000000D201034114AE47E107321C41;0101000020110F000051B001B122562241EE790F67870A5A41;40676620;Verkocht;3817ES;Lambert Heijnricsstraat;22;b;Amersfoort;2;135000;k.k.;VK;1;45;NULL;NULL;NULL;2016-11-29;NULL;Hoekschoeman
4807588;NULL;NULL;NULL;40679908;Verkocht;3826BS;Griendweg;80;p;Amersfoort;2;225000;k.k.;VK;NULL;81;NULL;NULL;NULL;2016-11-29;NULL;Makelaardij de Parel
2920963;NULL;NULL;NULL;40683652;Verkocht;3811NR;Weltevreden;81;p;Amersfoort;3;248000;k.k.;VK;NULL;61;NULL;NULL;NULL;2016-11-29;NULL;Woonvast Makelaars
2949042;NULL;NULL;NULL;40683944;Verkocht;3816MD;Beethovenweg;2;d;Amersfoort;4;195000;k.k.;VK;NULL;84;NULL;NULL;NULL;2016-11-29;NULL;Succesmakelaars & financieel adviseurs
4839532;NULL;NULL;NULL;40689919;Verkocht;3817ZK;Réaumurstraat;15;c;Amersfoort;4;195000;k.k.;VK;NULL;63;NULL;NULL;NULL;2016-11-29;NULL;Margitte Schoof Makelaardij o.z.
3968327;NULL;NULL;NULL;40693129;Verkocht;3818KS;Pieter Jelles Troelstralaan;59;c;Amersfoort;3;185000;k.k.;VK;NULL;65;NULL;NULL;NULL;2016-11-29;NULL;Zijlstra ERA Makelaardij
4803052;NULL;NULL;NULL;40699131;Verkocht;3811ES;Bloemendalsestraat;38;a;Amersfoort;2;225000;k.k.;VK;NULL;54;NULL;NULL;NULL;2016-11-29;NULL;Margitte Schoof Makelaardij o.z.
751704;0307200000504866;010100002040710000D7A3703D101D0341E17A14AED1571C41;0101000020110F000019D0EFCC386122414D216359610E5A41;40699790;Verkocht;3815LN;Trekvogelweg;58;b;Amersfoort;2;155000;k.k.;VK;1;62;NULL;NULL;NULL;2016-11-29;NULL;De Ruiter Makelaarshuis BV
732353;0307200000405895;010100002040710000666666661804034100000000BE471C41;0101000020110F00001A0C113410572241FB30DCDDBD0C5A41;40704067;Verkocht;3814CA;Hogeweg;7;d;Amersfoort;2;169000;k.k.;VK;1;54;NULL;NULL;NULL;2016-11-29;NULL;Drenth Makelaars - Makelaardij in Amersfoort
737529;0307200000432144;0101000020407100009A999999DF110341E17A14AE99351C41;0101000020110F0000ED475BC2A95C2241F4A6917BE40A5A41;40710853;Verkocht;3816LN;Mozartweg;99;c;Amersfoort;3;200000;k.k.;VK;1;75;NULL;NULL;NULL;2016-11-29;NULL;Makelaarsland
750258;0307200000497585;010100002040710000E17A14AE930803411F85EB51153D1C41;0101000020110F00008B34DC60E2582241084EB2BCA70B5A41;40712186;Verkocht;3816AL;Heiligenbergerweg;70;e;Amersfoort;3;200000;k.k.;VK;1;56;NULL;NULL;NULL;2016-11-29;NULL;Domicilie Makelaars Nijkerk
738340;0307200000436284;0101000020407100003333333389D50241F6285C8F2F4A1C41;0101000020110F0000AAB1F4A820442241DCF82FA3FD0C5A41;40712733;Verkocht;3812RS;Amsterdamseweg;6;d;Amersfoort;4;500000;k.k.;VK;1;134;NULL;NULL;NULL;2016-11-29;NULL;Hendriks Makelaardij Amersfoort
744848;0307200000470852;0101000020407100003D0AD7A356B202418FC2F52886361C41;0101000020110F00000E988A81D135224169F1E281FC0A5A41;40715302;Verkocht;3818KK;Mr. Th. Heemskerklaan;51;a;Amersfoort;3;200000;k.k.;VK;1;65;NULL;NULL;NULL;2016-11-29;NULL;Hoekschoeman
731763;0307200000402704;0101000020407100005C8FC2F54C0B0341EC51B81E1D3D1C41;0101000020110F0000F990A9EBFD592241664E6A86A80B5A41;40725809;Verkocht;3816ME;Valeriushof;4;d;Amersfoort;5;205000;k.k.;VK;1;83;NULL;NULL;NULL;2016-11-29;NULL;Wooncontent NVM Amersfoort
750312;NULL;NULL;NULL;40733442;Verkocht;3811BT;Langegracht;8;a;Amersfoort;2;450000;k.k.;VK;NULL;NULL;NULL;NULL;NULL;2016-11-29;NULL;Govaert Makelaardij Verhuur & Beheer
2952414;NULL;NULL;NULL;40739159;Verkocht;3812GZ;Piet Mondriaanplein;259;p;Amersfoort;2;179000;k.k.;VK;NULL;44;NULL;NULL;NULL;2016-11-29;NULL;Van Hell Makelaars BV
748270;0307200000487969;010100002040710000CDCCCCCCD8130341A4703D0AB84E1C41;0101000020110F0000F9E65989785D224112BCA5E2730D5A41;40744643;Verkocht;3815DP;Zangvogelweg;134;14;Amersfoort;NULL;16500;k.k.;VK;NULL;18;NULL;NULL;NULL;2016-11-29;NULL;Govaert Makelaardij Verhuur & Beheer
729534;0307200000391789;0101000020407100005C8FC2F5E01503410AD7A3701B4F1C41;0101000020110F00002B7DB31F4C5E22410C6DDC027E0D5A41;40744644;Verkocht;3815KH;Albatrosstraat;29;4;Amersfoort;NULL;16000;k.k.;VK;1;18;NULL;NULL;NULL;2016-11-29;NULL;Govaert Makelaardij Verhuur & Beheer
733881;0307200000413998;0101000020407100005C8FC2F5A2030341CDCCCCCC374E1C41;0101000020110F0000CF75E1A6E0562241F46A4BDB660D5A41;40750478;Verkocht;3814VL;Van Spilbergenstraat;29;a;Amersfoort;4;167500;k.k.;VK;1;82;NULL;NULL;NULL;2016-11-29;NULL;Succesmakelaars & financieel adviseurs
754296;0307200000518150;010100002040710000F6285C8F900003419A999999FA4F1C41;0101000020110F00000CFDCAD9A055224143FA49D1940D5A41;40751935;Verkocht;3814PH;Liendertseweg;37;b;Amersfoort;4;175000;k.k.;VK;1;72;NULL;NULL;NULL;2016-11-29;NULL;De Ruiter Makelaarshuis BV
749130;0307200000492080;010100002040710000EC51B81EABF302418FC2F52841651C41;0101000020110F0000BA37714462502241E2B0D624C00F5A41;40758374;Verkocht;3813NV;Nijenrode;3;a;Amersfoort;3;175000;k.k.;VK;1;66;NULL;NULL;NULL;2016-11-29;NULL;Hunink en Holtrigter
2983874;NULL;NULL;NULL;40759020;Verkocht;3822EW;Emiclaerseweg;13;3;Amersfoort;NULL;415000;v.o.n.;VK;NULL;NULL;715;NULL;NULL;2016-11-29;NULL;Van Hell Makelaars
3976057;NULL;NULL;NULL;40759027;Verkocht;3822EW;Emiclaerseweg;13;2;Amersfoort;NULL;495000;v.o.n.;VK;NULL;NULL;906;NULL;NULL;2016-11-29;NULL;Van Hell Makelaars BV
727724;0307200000382043;01010000204071000014AE47E16CE102415C8FC2F5CE231C41;0101000020110F00002D37580FF74822416DCCA86E14095A41;40803988;Verkocht;3817JZ;Keesomstraat;41;b;Amersfoort;4;200000;k.k.;VK;1;80;NULL;NULL;NULL;2016-11-29;NULL;Woonvast Makelaars
754425;0307200000518803;0101000020407100009A99999909010341CDCCCCCC49501C41;0101000020110F0000D3885C17D2552241638BF9E39C0D5A41;40812632;Verkocht;3814PH;Liendertseweg;43;c;Amersfoort;4;212500;k.k.;VK;1;93;NULL;NULL;NULL;2016-11-29;NULL;De Ruiter Makelaarshuis BV
3988376;NULL;NULL;NULL;40815528;Verkocht;3824LW;Karper;123;2p;Amersfoort;3;250000;k.k.;VK;NULL;NULL;NULL;NULL;NULL;2016-11-29;NULL;Woonvast Makelaars
752753;0307200000510291;01010000204071000085EB51B8EE1203411F85EB5145391C41;0101000020110F0000472FE930185D2241D573F33C440B5A41;40815588;Verkocht;3816CC;Ringweg-Randenbroek;39;a;Amersfoort;1;109000;k.k.;VK;1;50;NULL;NULL;NULL;2016-11-29;NULL;Hendriks Makelaardij Amersfoort
3973511;NULL;NULL;NULL;40822253;Verkocht;3815BA;Liendertseweg;81;b;Amersfoort;2;209000;k.k.;VK;NULL;NULL;NULL;NULL;NULL;2016-11-29;NULL;Reinerie Garantiemakelaars Amersfoort
3949418;NULL;NULL;NULL;40823326;Verkocht;3818HH;Regentesselaan;29;a;Amersfoort;7;795000;v.o.n.;VK;NULL;NULL;256;NULL;NULL;2016-11-29;NULL;NULL
3949112;NULL;NULL;NULL;40823385;Verkocht;3818HH;Regentesselaan;29;a;Amersfoort;7;795000;v.o.n.;VK;NULL;NULL;256;NULL;NULL;2016-11-29;NULL;Buijs Regiomakelaars | Qualis
735367;0307200000421323;01010000204071000085EB51B8D0000341E17A14AE414F1C41;0101000020110F0000D6E41FEDBA552241668A4CF7810D5A41;40824164;Verkocht;3814VK;Van Spilbergenstraat;3;c;Amersfoort;3;162500;k.k.;VK;1;52;NULL;NULL;NULL;2016-11-29;NULL;Makelaarsland
755983;0307200000529670;0101000020407100002506819544D80241E3A59B44FE421C41;0101000020110F00000670054A3D45224123EB94F5410C5A41;40829781;Verkocht;3812GT;Piet Mondriaanlaan;125;h;Amersfoort;2;219000;k.k.;VK;1;62;NULL;NULL;NULL;2016-11-29;NULL;Telman & Van Leeuwen Makelaars
732637;0307200000407265;010100002040710000295C8FC243C50241713D0AD702221C41;0101000020110F00004DD5C399843D2241D9CE2D7FE5085A41;40830176;Verkocht;3818BM;Kapelweg;175;b;Amersfoort;4;175000;k.k.;VK;1;65;NULL;NULL;NULL;2016-11-29;NULL;Makelaarschap
744588;0307200000469244;0101000020407100001F85EB51AEF10241B81E85EB4A491C41;0101000020110F0000EE9FCF06934F22410C678459E60C5A41;40832325;Verkocht;3811ES;Bloemendalsestraat;38;b;Amersfoort;2;200000;k.k.;VK;1;64;NULL;NULL;NULL;2016-11-29;NULL;Wooncontent NVM Amersfoort
728321;0307200000385239;0101000020407100001F85EB51CABF024148E17A149D211C41;0101000020110F0000350576F14A3B22417958491CDB085A41;40832560;Verkocht;3818SM;Arubalaan;64;b;Amersfoort;4;187500;k.k.;VK;1;85;NULL;NULL;NULL;2016-11-29;NULL;Woonvast Makelaars
744303;0307200000468021;0101000020407100003D0AD7A362FB0241C3F5285C56461C41;0101000020110F0000BF72A65785532241F2AC2539990C5A41;40838493;Verkocht;3811AM;Kamp;25;a;Amersfoort;6;448000;k.k.;VK;1;136;NULL;NULL;NULL;2016-11-29;NULL;De Ruiter Makelaarshuis BV
753126;0307200000512092;010100002040710000D7A3703DF2D50241F6285C8F555A1C41;0101000020110F0000D5285AEA4A44224160BE6E14A30E5A41;40845183;Verkocht;3813CH;Klarissenstraat;23;5;Amersfoort;NULL;29500;k.k.;VK;NULL;18;32;NULL;NULL;2016-11-29;NULL;Wooncontent NVM Amersfoort
729317;0307200000390565;0101000020407100007B14AE47ED0503413D0AD7A305411C41;0101000020110F0000CA27AEA7CE572241E84EEB820E0C5A41;40845591;Verkocht;3816PC;Cavaleriestraat;2;1;Amersfoort;4;315000;k.k.;VK;5;90;153;NULL;NULL;2016-11-29;NULL;Woonvast Makelaars
753164;0307200000512275;0101000020407100001F85EB51EAF40241B81E85EB04501C41;0101000020110F00000E61BADCE350224156F975E2950D5A41;40850533;Verkocht;3814SC;Evertsenstraat;17;b;Amersfoort;4;149000;k.k.;VK;1;63;NULL;NULL;NULL;2016-11-29;NULL;Woonvast Makelaars
754716;0307200000520271;01010000204071000048E17A1454F802419A9999993B4F1C41;0101000020110F0000CFD7613D475222414D91C45B810D5A41;40851873;Verkocht;3814RK;Van Brakelstraat;22;c;Amersfoort;3;175000;k.k.;VK;1;64;NULL;NULL;NULL;2016-11-29;NULL;Buijs Regiomakelaars | Qualis
747913;0307200000486347;010100002040710000A4703D0A2910034148E17A14A2371C41;0101000020110F0000B1D2908AF75B224125C88785190B5A41;40852072;Verkocht;3816LM;Mozartweg;69;b;Amersfoort;3;160000;k.k.;VK;1;64;NULL;NULL;NULL;2016-11-29;NULL;Hendriks Makelaardij Amersfoort
734226;0307200000415808;010100002040710000F6285C8F1A15034148E17A14BE381C41;0101000020110F0000C304242DFA5D22415C8DB472360B5A41;40853924;Verkocht;3816CM;Ringweg-Randenbroek;82;f;Amersfoort;3;189500;k.k.;VK;1;75;NULL;NULL;NULL;2016-11-29;NULL;Hooijer Makelaardij
733535;0307200000412224;010100002040710000C3F5285CFF110341AE47E17A9A351C41;0101000020110F0000A21C47ACB65C22411E385690E40A5A41;40857631;Verkocht;3816LN;Mozartweg;99;b;Amersfoort;4;185000;k.k.;VK;1;72;NULL;NULL;NULL;2016-11-29;NULL;Hendriks Makelaardij Amersfoort
731179;0307200000399817;0101000020407100007B14AE473DCD0241C3F5285C50461C41;0101000020110F0000345ED000C1402241EF568B95980C5A41;40858017;Verkocht;3812ST;Matthias Withoosstraat;28;g;Amersfoort;4;365000;k.k.;VK;4;111;193;NULL;NULL;2016-11-29;NULL;Hendriks Makelaardij Amersfoort
737717;0307200000433336;01010000204071000052B81E85E71003411F85EB51EC491C41;0101000020110F0000B7CFADE9455C224167C38BBEF60C5A41;40858353;Verkocht;3814WS;Ringweg-Kruiskamp;100;a;Amersfoort;3;180000;k.k.;VK;1;76;NULL;NULL;NULL;2016-11-29;NULL;Telman & Van Leeuwen Makelaars
732328;0307200000405723;01010000204071000033333333F51103418FC2F52817451C41;0101000020110F0000A79DD757B35C2241087BC2A2780C5A41;40864537;Verkocht;3816NB;Bachweg;23;c;Amersfoort;4;200000;k.k.;VK;1;122;NULL;NULL;NULL;2016-11-29;NULL;Hoekschoeman
731989;0307200000403974;010100002040710000CBA145B6C310034100000000024A1C41;0101000020110F0000465A8E5A375C2241221767F4F80C5A41;40865627;Verkocht;3814WS;Ringweg-Kruiskamp;99;c;Amersfoort;4;175000;k.k.;VK;1;75;NULL;NULL;NULL;2016-11-29;NULL;Woonvast Makelaars
729363;0307200000390812;010100002040710000A4703D0A4317034152B81E85723A1C41;0101000020110F0000AF6478ECDA5E2241A46451EB620B5A41;40867822;Verkocht;3816CK;Ringweg-Randenbroek;44;c;Amersfoort;2;139000;k.k.;VK;1;44;NULL;NULL;NULL;2016-11-29;NULL;Vlaming Makelaardij
755718;0307200000528783;0101000020407100008FC2F528313303414E6210D800891C41;0101000020110F0000FBAAE9E93D6A224185AD7D5765135A41;40879329;Verkocht;3825VB;Straat van Corsica;127;b;Amersfoort;3;200000;k.k.;VK;1;51;NULL;NULL;NULL;2016-11-29;NULL;Zijlstra ERA Makelaardij
752679;0307200000509910;010100002040710000CDCCCCCC56DF02417B14AE47CF241C41;0101000020110F0000958EDDEF1D4822415FCEA88B2E095A41;40879501;Verkocht;3817JS;Einsteinstraat;18;b;Amersfoort;4;212500;k.k.;VK;1;78;NULL;NULL;NULL;2016-11-29;NULL;Si-No Makelaars